EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER,title,
633378,HARRIS CO.,LAKE HOUSTON,4/18/2016,412,Tornado, ,EF0,0,0,30000,0,TX,CST-6, ,103788,C,201,HGX,0,0,Public, ,0.23,30,2,SSW,2,SSW,LAKE HOUSTON,29.9212,-95.1611,29.9222,-95.1574,Minor damage occurred in the Summerwood neighborhood near Lake Houston. Trees and fences blown down. One home sustained roof damage.,"A slow moving upper low over the Southwestern U.S. combined with near record level moisture aided in producing extremely heavy rainfall and devastating flooding over portions of Harris, Waller and Fort Bend Counties. Northwest to southeast orientated bands of precipitation commenced during the early evening hours of April 17th across extreme southwestern and western Harris County as well as north and west into Grimes, Waller, Fort Bend, Austin and Colorado Counties. Between 8:00 p.m. and 9:00 p.m. thunderstorms began to greatly intensify and slow their northward movement over Waller County and, by late evening, had stalled and began shifting eastward into western Harris County. Excessive rainfall spread across northwestern Harris County during the late evening hours of April 17th and into the early morning hours of April 18th. Slow thunderstorm movement and rain rates over 4 inches per hour resulted in a large portion of northwest Harris and Waller Counties receiving between 10 and 20 inches of rainfall over mainly a 12 hour period. A few CoCoRaHS gauges in Waller County measured over 20 inches.||The flooding resulted in 8 direct fatalities over the region, all drownings in vehicles. Six of these were in Harris County with 1 in Waller County and another in Austin County. An estimated 40000 cars and trucks were flooded. Several bayous and creeks were flooded. The Addicks Barker Reservoir was severely impacted. At least 10,000 homes were flooded. Damage was estimated from Damage Survey Reports to be near $60 million.",163,,
720686,HARRIS CO.,CYPRESS,8/26/2017,1520,Tornado, ,EF0,0,0,30000,0,TX,CST-6, ,119753,C,201,HGX,0,0,Social Media, ,0.52,50,2,SE,2,ESE,CYPRESS,29.9528,-95.6704,29.9593,-95.6748,A second tornado spotted near Hwy 290 and Barker Cypress.,"Harvey made landfall as a category 4 hurricane near Rockport, Texas during the evening of August 25th. The storm then weakened to a tropical storm and slowed,  looping back and tracking over SE Texas then back over the Gulf of Mexico making a second landfall along the Louisiana coast during the early morning hours of August 30th. Over that 5 day period over Southeast Texas TS Harvey produced catastrophic flooding with a large area of 30 to 60 inches of rain, 23 tornadoes, tropical storm force winds and a moderate storm surge near Matagorda Bay.  In some of the heavier bands rain fell at a rate of over 5 inches per hour. This copious record amount of rain over a  led to catastrophic flooding. Thousands of homes, businesses, and roads were flooded due to flash flooding and sheet flow from long duration intense rain. Main stem rivers and adjoining tributaries, creeks and bayous reached full capacity and came out of their banks and this also contributed to the massive flooding across southeastern Texas.",164,,
897944,HARRIS CO.,PASADENA,5/27/2020,1550,Tornado, ,EF0,0,0,30000,0,TX,CST-6, ,148467,C,201,HGX,0,0,Emergency Manager, ,1.75,50,1,ENE,2,NNE,GOLDEN ACRES,29.7054,-95.1868,29.6919,-95.162,"Damage along short NW to SE track parallel to Red Bluff Road. Eyewitness saw tornado. Numerous trees down. Damage to fences, carports.","Severe thunderstorms developed and produce wind damage, hail and few tornadoes.",165,,
5502331,HARRIS CO.,CEDAR BAYOU,4/29/2006,820,Tornado, ,F0,0,0,28000,0,TX,CST, ,1208928,C,201,HGX,0,0,NEWSPAPER, ,0.2,20, , , , ,CEDAR BAYOU,29.77,-94.93,29.77,-94.93,Tornado downed trees and flipped over a horse trailer.,,166,,
681970,HARRIS CO.,LA PORTE MUNI ARPT,3/29/2017,1355,Tornado, ,EF1,0,0,27000,0,TX,CST-6, ,113876,C,201,HGX,0,0,NWS Storm Survey, ,0.43,50,1,S,2,S,LA PORTE MUNI ARPT,29.6487,-95.071,29.6426,-95.0698,"This EF-1 tornado was the first of four tornadoes from a parent mesocyclone associated with a large HP supercell that tracked across southeast Harris County and into Chambers County. This small track tornado spun up quickly along the back side of the parent mesocyclone with a track from the north northwest to the south southeast, passing directly over a business and damaging metal industrial buildings from south of Fairmont Parkway to west of Bay Park Road. Cars were pushed and stacked into and on top of each other in the parking lot. A large semi-trailer was slid into several vehicles. There was significant roof damage to a large storage facility before the tornado ended in a small open track of land to the south. Estimated peak winds were 110 mph.","A line of thunderstorms moved across southeast Texas during the morning and afternoon hours and produced several tornadoes, hail, wind damage and some flooding.",167,,
5149981,HARRIS CO.,HOUSTON,5/2/2000,205,Thunderstorm Wind,69, ,0,0,25000,0,TX,CST,E,1096605,C,201,HGX,0,0,TRAINED SPOTTER, , , , , , , ,HOUSTON,29.73,-95.37,29.73,-95.37,Shed damaged and trees down in Greenspoint area with wind gusts of 70 to 80 mph.,,168,,
5149615,HARRIS CO.,KINGWOOD,5/19/2000,1840,Thunderstorm Wind, , ,0,0,25000,0,TX,CST, ,1096610,C,201,HGX,0,0,LAW ENFORCEMENT, , , , , , , ,KINGWOOD,29.9,-95.32,29.9,-95.32,Trees down.,,169,,
5149616,HARRIS CO.,CROSBY,5/19/2000,1855,Thunderstorm Wind, , ,0,0,25000,0,TX,CST, ,1096610,C,201,HGX,0,0,NEWSPAPER, , , , , , , ,CROSBY,29.9,-95.07,29.9,-95.07,Trees down in Crosby and Huffman.,,170,,
5240899,HARRIS CO.,KATY,4/16/2001,1630,Hail,0.88, ,0,0,25000,0,TX,CST, ,1113823,C,201,HGX,0,0,AMATEUR RADIO, , , ,3,E,3,E,KATY,29.8,-95.75,29.8,-95.75,,,171,,
5267741,HARRIS CO.,SOUTHEAST PORTION,9/1/2001,845,Flash Flood, , ,0,0,25000,0,TX,CST, ,1123065,C,201,HGX,0,0,EMERGENCY MANAGER, , , , , , , ,SOUTHEAST PORTION, , , , ,"Flooding at Highway 3 and Alandale, Fuqua and Beamer, and Fuqua and Sabo.",,172,,
5315234,HARRIS CO.,HOUSTON,8/4/2002,1720,Thunderstorm Wind, , ,0,0,25000,0,TX,CST, ,1141777,C,201,HGX,0,0,LAW ENFORCEMENT, , , , , , , ,HOUSTON,29.73,-95.37,29.73,-95.37,Trees and power lines down in west Houston (Westheimer&Kirkwood); restaurant in area sustained roof damage; also had power lines down in southwest Houston.,,173,,
5418601,HARRIS CO.,SPRING,8/28/2004,1425,Thunderstorm Wind,52, ,0,0,25000,0,TX,CST,EG,1178540,C,201,HGX,0,0,TRAINED SPOTTER, , , ,4,W,4,W,SPRING,30.08,-95.48,30.08,-95.48,"Numerous trees down, one car damaged.",,174,,
5444527,HARRIS CO.,HOUSTON,3/7/2005,1430,Hail,1, ,0,0,25000,0,TX,CST, ,1186427,C,201,HGX,0,0,BROADCAST MEDIA, , , , , , , ,HOUSTON,29.73,-95.37,29.73,-95.37,Hail reported at the intersection of Interstate 45 South and Beltway 8.,,175,,
5444533,HARRIS CO.,HOUSTON,3/19/2005,1709,Hail,1, ,0,0,25000,0,TX,CST, ,1186428,C,201,HGX,0,0,GENERAL PUBLIC, , , , , , , ,HOUSTON,29.73,-95.37,29.73,-95.37,Reported at the intersection of Interstate 45 and Cavalcade.,,176,,
5444534,HARRIS CO.,HOUSTON,3/19/2005,1715,Hail,1, ,0,0,25000,0,TX,CST, ,1186428,C,201,HGX,0,0,GENERAL PUBLIC, , , , , , , ,HOUSTON,29.73,-95.37,29.73,-95.37,Reported at the intersection of West 19th and Yale.,,177,,
5469541,HARRIS CO.,HUMBLE,8/15/2005,1333,Thunderstorm Wind,50, ,0,0,25000,0,TX,CST,EG,1197203,C,201,HGX,0,0,GENERAL PUBLIC, , , , , , , ,HUMBLE,30,-95.25,30,-95.25,Roof damage to local businesses.,,178,,
5478723,HARRIS CO.,CYPRESS,10/31/2005,1648,Thunderstorm Wind,60, ,0,0,25000,0,TX,CST,EG,1199864,C,201,HGX,0,0,NEWSPAPER, , , ,4,SW,4,SW,CYPRESS,29.93,-95.75,29.93,-95.75,A four-story clock tower blown down.,,179,,
118185,HARRIS CO.,TOMBALL,6/25/2008,1415,Lightning, , ,0,0,25000,0,TX,CST-6, ,19882,C,201,HGX,0,0,Broadcast Media, , , ,0,N,0,N,TOMBALL,30.1,-95.62,30.1,-95.62,A lightning strike started a residential fire that engulfed a majority of the home's roof.,Numerous early afternoon thunderstorms created severe weather.,180,,
238454,HARRIS CO.,ENGLEWOOD,6/8/2010,955,Thunderstorm Wind,56, ,0,0,25000,0,TX,CST-6,EG,38662,C,201,HGX,0,0,Broadcast Media, , , ,3,WNW,3,WNW,ENGLEWOOD,29.79,-95.39,29.79,-95.39,Downed tree fell on a home in Houston Heights.,A large complex of showers and thunderstorms raced northward out of the Gulf of Mexico associated with an upper level disturbance. This activity generated mostly strong winds across the area.,181,,
297360,HARRIS CO.,CROSBY,6/5/2011,1740,Thunderstorm Wind,65, ,0,0,25000,0,TX,CST-6,EG,50457,C,201,HGX,0,0,Broadcast Media, , , ,1,N,1,N,CROSBY,29.9103,-95.0678,29.9103,-95.0678,"Thunderstorm winds snapped numerous power poles at their bases, downed street signs and numerous trees, and damaged the roofs of two homes. Scattered damage occurred generally from Crosby to the Lake Houston Dam area around FM 2100.",Late afternoon through early evening pulse severe thunderstorms erupted under a record breaking hot afternoon.,182,,
361992,HARRIS CO.,WESTFIELD,1/25/2012,1218,Flash Flood, , ,0,0,25000,0,TX,CST-6, ,60624,C,201,HGX,0,0,County Official,Heavy Rain, , ,1,W,2,NNE,HOUSTON WEISER ARPT,30.0234,-95.4211,29.9552,-95.6195,Numerous roads in and around the Houston area were closed due to heavy rains and flooding.,Severe thunderstorms produced tornado and wind damage along with some flash flooding.,183,,
543202,HARRIS CO.,CYPRESS,9/18/2014,830,Flash Flood, , ,0,0,25000,0,TX,CST-6, ,90508,C,201,HGX,0,0,Emergency Manager,Heavy Rain, , ,2,WSW,2,SE,DELHI,29.9549,-95.7349,29.7574,-95.751,"Numerous locations from the Cypress area to the Sugar Land area to the Houston area were flooded, including the corner of Westheimer Road and Fountain View Drive, George Bush State Park in the Cinco Ranch area, the Cypress area, the left exit lane of 610 South Loop West, parts of Eldridge Parkway, portions of Hidalgo Street near the Galleria area, parts of the Fairwood subdivision, the intersection of Bering Drive and Richmond Avenue, the Interstate 610 East Loop and Clinton Drive, Old Katy Road near the Hillshire Village area, and the 13600 block of FM 1092 near Stafford. The heavy rainfall did cause an old oak tree to collapse in Hunters Creek Village.",A vicinity western shortwave disturbance provided enough lift within a very moist and unstable late morning through afternoon air mass to produce clustering thunderstorms. Weak steering flow allowed for the slow movement of storm clusters that ultimately generated regional flash flooding.,184,,
853618,HARRIS CO.,EAST HAVEN,8/14/2019,2345,Lightning, , ,0,0,25000,0,TX,CST-6, ,142160,C,201,HGX,0,0,Broadcast Media, , , ,2,ESE,2,ESE,EAST HAVEN,29.624,-95.2418,29.624,-95.2418,Lightning from thunderstorms moving across the area struck an apartment complex off of Almeda-Genoa Road. An attic fire quickly engulfed one of the units.,A broken line of thunderstorms moved south across south Houston. These storms produced lightning that ultimately caused an apartment fire.,185,,
153579,HARRIS CO.,HUMBLE,3/27/2009,1605,Hail,2, ,0,0,21000,0,TX,CST-6, ,26030,C,201,HGX,0,0,Public, , , ,1,SW,1,SW,HUMBLE,29.99,-95.26,29.99,-95.26,Hen egg-sized hail was reported in Humble.,"Scattered thunderstorms developed ahead of an approaching dry line and cold front ushered into the area by a strong upper level low pressure system moving across the Texas/Oklahoma border. Thunderstorms first developed during the mid-morning hours near Austin and spread eastward into Burleson and Brazos counties by 11 AM. Additional activity later in the day began with a cell forming near Brenham that became severe and prompted several severe thunderstorm and tornado warnings as it moved east across portions of Grimes, Montgomery, and Liberty counties. Additional thunderstorm development to the south of this storm produced numerous reports of hail up to the size of baseballs in Harris County, including reports at both Bush Intercontinental and William P. Hobby airports.  The event ended as the thunderstorms moved out of the Houston/Galveston County Warning Area by 7 PM.",186,,
5230235,HARRIS CO.,SPRING,1/29/2001,345,Thunderstorm Wind, , ,0,0,20000,0,TX,CST, ,1110640,C,201,HGX,0,0,LAW ENFORCEMENT, , , , , , , ,SPRING,30.08,-95.42,30.08,-95.42,Carport blown off in Spring.  Roof and medical equipment damaged at commercial building in Edgebrook Landing.,,187,,
5238606,HARRIS CO.,HOUSTON,3/14/2001,1450,Thunderstorm Wind, , ,0,0,20000,0,TX,CST, ,1112406,C,201,HGX,0,0,EMERGENCY MANAGER, , , , , , , ,HOUSTON,29.73,-95.37,29.73,-95.37,Numerous reports of trees down on north and west sides of Houston.,,188,,
5238609,HARRIS CO.,HOUSTON,3/14/2001,1505,Thunderstorm Wind, , ,0,0,20000,0,TX,CST, ,1112406,C,201,HGX,0,0,EMERGENCY MANAGER, , , , , , , ,HOUSTON,29.73,-95.37,29.73,-95.37,Numerous reports of trees down throughout Houston.,,189,,
5238719,HARRIS CO.,HOUSTON,3/28/2001,330,Flash Flood, , ,0,0,20000,0,TX,CST, ,1112408,C,201,HGX,0,0,EMERGENCY MANAGER, , , , , , , ,HOUSTON, , , , ,Flooding on Interstate 10 between Washington Street and Interstate 610.,,190,,
5240897,HARRIS CO.,TOMBALL,4/16/2001,1405,Hail,0.88, ,0,0,20000,0,TX,CST, ,1113823,C,201,HGX,0,0,AMATEUR RADIO, , , , , , , ,TOMBALL,30.1,-95.62,30.1,-95.62,,,191,,
5256247,HARRIS CO.,HOUSTON,6/29/2001,1430,Hail,1, ,0,0,20000,0,TX,CST, ,1118292,C,201,HGX,0,0,BROADCAST MEDIA, , , , , , , ,HOUSTON,29.73,-95.37,29.73,-95.37,Quarter size hail in downtown Houston.,,192,,
5263382,HARRIS CO.,HOUSTON,8/6/2001,1830,Thunderstorm Wind, , ,0,0,20000,0,TX,CST, ,1121530,C,201,HGX,0,0,LAW ENFORCEMENT, , , , , , , ,HOUSTON,29.73,-95.37,29.73,-95.37,Power lines down in northwest Houston at Champions and FM 1960 and at Interstate 45 and Greenspoint.,,193,,
5293366,HARRIS CO.,PASADENA,4/8/2002,700,Flash Flood, , ,0,0,20000,0,TX,CST, ,1134059,C,201,HGX,0,0,EMERGENCY MANAGER, , , , , , , ,PASADENA, , , , ,"There was extensive street flooding and road closures in Pasadena, along Red Bluff, along State Highway 225, and at Spencer Highway.",,194,,
5411733,HARRIS CO.,HUMBLE,6/4/2004,1705,Hail,0.88, ,0,0,20000,0,TX,CST, ,1174986,C,201,HGX,0,0,TRAINED SPOTTER, , , ,5,SSW,5,SSW,HUMBLE,29.93,-95.28,29.93,-95.28,Hail on US 59 North just outside Beltway 8.,,195,,
5418600,HARRIS CO.,HOUSTON,8/28/2004,1400,Lightning, , ,0,1,20000,0,TX,CST, ,1178540,C,201,HGX,0,0,BROADCAST MEDIA, , , , , , , ,HOUSTON, , , , ,19 year old woman injured by lightning strike in Southeast Houston at the Morley and Broadway intersection. Water main also was struck and burst. CPR was successfully performed on victim.,,196,,
5427214,HARRIS CO.,SOUTH HOUSTON,10/4/2004,1557,Hail,1, ,0,0,20000,0,TX,CST, ,1181346,C,201,HGX,0,0,EMERGENCY MANAGER, , , ,3,S,3,S,SOUTH HOUSTON,29.62,-95.23,29.62,-95.23,Quarter-size hail between Dixie Farm Road and Beltway 8 on Interstate 45.,,197,,
5509462,HARRIS CO.,HOUSTON HOOKS ARPT,5/4/2006,1535,Hail,1, ,0,0,20000,0,TX,CST, ,1210632,C,201,HGX,0,0,GENERAL PUBLIC, , , ,3,E,3,E,HOUSTON HOOKS ARPT,30.07,-95.5,30.07,-95.5,Quarter size hail at Spring Cypress and Kuykendahl.,,198,,
5523461,HARRIS CO.,ALIEF,7/18/2006,1115,Thunderstorm Wind,55, ,0,0,20000,0,TX,CST,EG,1216460,C,201,HGX,0,0,GENERAL PUBLIC, , , ,5,WSW,5,WSW,ALIEF,29.68,-95.68,29.68,-95.68,Large tree split in half and hit a home in Mission Bend.,,199,,
5523465,HARRIS CO.,PASADENA,7/23/2006,1500,Lightning, , ,0,0,20000,0,TX,CST, ,1216463,C,201,HGX,0,0,LAW ENFORCEMENT, , , , , , , ,PASADENA, , , , ,Lightning strike caused a house fire.,,200,,
132710,HARRIS CO.,(IAH)HOUSTON INTL AR,10/15/2008,1744,Flash Flood, , ,0,0,20000,0,TX,CST-6, ,22581,C,201,HGX,0,0,Broadcast Media,Heavy Rain, , ,2,ENE,1,WNW,MOONSHINE HILL,29.9891,-95.3126,29.9856,-95.269,Flash flooding occurred from east southeast of the Aldine area northeastward toward Humble. Several vehicles were partially submerged in the flood waters.,"Showers and thunderstorms, initiated from daytime heating, stalled across a small area of northern Houston and caused flash flooding.",201,,
361891,HARRIS CO.,ENGLEWOOD,1/9/2012,1007,Flash Flood, , ,0,0,20000,0,TX,CST-6, ,60615,C,201,HGX,0,0,Emergency Manager,Heavy Rain, , ,3,WNW,1,WNW,ALIEF,29.8026,-95.397,29.7241,-95.6168,"Flash flooding lead to numerous high water rescues in and around the Houston area, especially across the southwest area.","Severe thunderstorms developed across southeast Texas and produced hail, wind damage, flash flooding and tornadoes.",202,,
521443,HARRIS CO.,MORGANS PT,5/27/2014,625,Thunderstorm Wind,60, ,0,0,20000,0,TX,CST-6,EG,85771,C,201,HGX,0,0,Public, , , ,1,N,1,N,MORGANS PT,29.6803,-95.0002,29.6803,-95.0002,Thunderstorm winds blew large storage containers off an 18 wheeled truck transport.,A shortwave disturbance produced slow moving clusters of thunderstorms that tracked north and east from the Gulf Coast the afternoon of May 26th and 27th.,203,,
521439,HARRIS CO.,LA PORTE MUNI ARPT,5/27/2014,635,Thunderstorm Wind,65, ,0,15,20000,0,TX,CST-6,EG,85771,C,201,HGX,0,0,Law Enforcement, , , ,2,SE,2,SE,LA PORTE MUNI ARPT,29.6531,-95.0456,29.6531,-95.0456,A severe thunderstorm produced strong wind gusts that created flying debris at a construction site.,A shortwave disturbance produced slow moving clusters of thunderstorms that tracked north and east from the Gulf Coast the afternoon of May 26th and 27th.,204,,
602184,HARRIS CO.,BAYTOWN HUMPHREY ARP,10/31/2015,430,Tornado, ,EF0,0,0,20000,0,TX,CST-6, ,100589,C,201,HGX,0,0,County Official, ,0.21,50,5,N,5,N,BAYTOWN HUMPHREY ARP,29.8468,-94.9556,29.8498,-94.9548,The EF-0 tornado caused minor roof damage to a home and snapped numerous tree trunks half way up. The tornado also rolled two RV campers. The estimated peak wind was 80 mph.,Tornadoes formed along a near coastal county warm frontal boundary that was downstream of a central Texas cold front.,205,,
675240,HARRIS (ZONE), ,1/22/2017,1021,Strong Wind,45, ,0,0,20000,0,TX,CST-6,MG,112991,Z,213,HGX,0,0,Fire Department/Rescue, , , , , , , , , , , , ,"There were more than 25 reports of power lines and power poles downed across the county. There were also a couple of trees that were snapped. One tree fell onto a home, and another tree fell onto a car. Some scaffolding and a fence were blown down too.",Strong northwest winds behind a cold frontal passage produced mainly power line damage and downed some trees. The most damage occurred in the Harris County area.,206,,
830461,HARRIS CO.,KATY,5/9/2019,1950,Flash Flood, , ,0,0,20000,0,TX,CST-6, ,137256,C,201,HGX,0,0,Emergency Manager,Heavy Rain, , ,7,NNW,8,SW,DELHI,29.8976,-95.8261,29.6927,-95.8523,Many west and northwestern Houston roadways became impassable due to flooding. There were many stranded or flooded vehicles near the Katy Freeway with reports of some high water rescues from vehicles.,Shortwave disturbances traveling across a slow-moving frontal boundary within a moist air mass allowed for the development of high rainfall producing storms.,207,,
5372094,HARRIS CO.,FRIENDSWOOD,10/9/2003,1605,Tornado, ,F0,0,0,19770,0,TX,CST, ,1163508,C,201,HGX,0,0,EMERGENCY MANAGER, ,1.5,50, , , , ,FRIENDSWOOD,29.53,-95.42,29.53,-95.42,Tornado caused roof damage to apartment complex at Blackhawk and FM 528. Minor damage to local businesses.,,208,,
5478724,HARRIS CO.,PASADENA,10/31/2005,1648,Thunderstorm Wind,60, ,0,0,18000,0,TX,CST,EG,1199864,C,201,HGX,0,0,NEWSPAPER, , , , , , , ,PASADENA,29.7,-95.2,29.7,-95.2,A carport blown into power lines cracked two poles and snapped one pole in half.,,209,,
117665,HARRIS CO.,HOUSTON HGTS,6/18/2008,1905,Hail,1.25, ,0,0,17000,0,TX,CST-6, ,19829,C,201,HGX,0,0,Broadcast Media, , , ,2,NNE,2,NNE,HOUSTON HGTS,29.77,-95.39,29.77,-95.39,Half dollar size hail was observed at the intersection of Beltway 8 and Westheimer.,Isolated pulse severe thunderstorms developed in the late afternoon and moved southward.,210,,
867074,HARRIS CO.,JACINTO CITY,1/11/2020,40,Thunderstorm Wind,51, ,0,0,16000,0,TX,CST-6,EG,144289,C,201,HGX,0,0,Fire Department/Rescue, , , ,1,ENE,1,ENE,JACINTO CITY,29.78,-95.18,29.78,-95.18,There was some wind damage to the Cloverleaf area neighborhoods.,A strong storm system produced a squall line that moved eastward across the area and produced a lot wind damage and one tornado.,211,,
867075,HARRIS CO.,OLCOTT,1/11/2020,45,Thunderstorm Wind,50, ,0,0,16000,0,TX,CST-6,EG,144289,C,201,HGX,0,0,Trained Spotter, , , ,3,SW,3,SW,OLCOTT,29.57,-95.22,29.57,-95.22,"There was some shingle damage, wood fences were blown down, several trees were knocked down and there was a snapped small tree trunk near the Country Orchard Lane and Astoria Blvd intersection.",A strong storm system produced a squall line that moved eastward across the area and produced a lot wind damage and one tornado.,212,,
5149979,HARRIS CO.,SPRING,5/2/2000,155,Thunderstorm Wind,69, ,0,0,15000,0,TX,CST,E,1096605,C,201,HGX,0,0,TRAINED SPOTTER, , , , , , , ,SPRING,30.08,-95.42,30.08,-95.42,Wind gusts of 70 to 80 mph at Beltway 8 and Louetta with trees down.,,213,,
5149980,HARRIS CO.,SPRING,5/2/2000,155,Hail,1, ,0,0,15000,0,TX,CST, ,1096605,C,201,HGX,0,0,TRAINED SPOTTER, , , , , , , ,SPRING,30.08,-95.42,30.08,-95.42,Quarter sized hail at Beltway 8 and Louetta.,,214,,
5148878,HARRIS CO.,HUMBLE,5/2/2000,256,Thunderstorm Wind, , ,0,0,15000,0,TX,CST, ,1096605,C,201,HGX,0,0,AMATEUR RADIO, , , , , , , ,HUMBLE,30,-95.25,30,-95.25,Trees and power lines down in Kenswick subdivision.,,215,,
5148880,HARRIS CO.,BAYTOWN,5/2/2000,256,Thunderstorm Wind, , ,0,0,15000,0,TX,CST, ,1096605,C,201,HGX,0,0,NEWSPAPER, , , , , , , ,BAYTOWN,29.72,-95.05,29.72,-95.05,Power lines down.,,216,,
5149245,HARRIS CO.,HOUSTON,5/4/2000,1445,Thunderstorm Wind, , ,0,0,15000,0,TX,CST, ,1096607,C,201,HGX,0,0,EMERGENCY MANAGER, , , , , , , ,HOUSTON,29.73,-95.37,29.73,-95.37,Trees down along Wescott inside Loop 610.,,217,,
5149247,HARRIS CO.,KINGWOOD,5/4/2000,1520,Hail,0.75, ,0,0,15000,0,TX,CST, ,1096607,C,201,HGX,0,0,AMATEUR RADIO, , , , , , , ,KINGWOOD,29.9,-95.32,29.9,-95.32,Dime sized hail at US 59 and Aldine-Bender.,,218,,
5149600,HARRIS CO.,HOUSTON,5/4/2000,1530,Hail,0.75, ,0,0,15000,0,TX,CST, ,1096607,C,201,HGX,0,0,AMATEUR RADIO, , , , , , , ,HOUSTON,29.73,-95.37,29.73,-95.37,Dime sized hail at Loop 610 and Homestead.,,219,,
5149603,HARRIS CO.,BAYTOWN,5/4/2000,1632,Hail,0.88, ,0,0,15000,0,TX,CST, ,1096607,C,201,HGX,0,0,GENERAL PUBLIC, , , , , , , ,BAYTOWN,29.72,-95.05,29.72,-95.05,,,220,,
5149604,HARRIS CO.,ALIEF,5/4/2000,1634,Hail,0.75, ,0,0,15000,0,TX,CST, ,1096607,C,201,HGX,0,0,AMATEUR RADIO, , , ,5,W,5,W,ALIEF,29.72,-95.68,29.72,-95.68,Dime sized hail at SH 6 and Beechnut.,,221,,
5164029,HARRIS CO.,HOUSTON,7/23/2000,1530,Thunderstorm Wind, , ,0,0,15000,0,TX,CST, ,1099083,C,201,HGX,0,0,GOVT OFFICIAL, , , , , , , ,HOUSTON,29.73,-95.37,29.73,-95.37,Trees down along S. Braeswood in southwest Houston.,,222,,
5156408,HARRIS CO.,HOUSTON,8/2/2000,1629,Hail,0.75, ,0,0,15000,0,TX,CST, ,1102139,C,201,HGX,0,0,TRAINED SPOTTER, , , , , , , ,HOUSTON,29.73,-95.37,29.73,-95.37,Dime sized hail reported at Richmond and Chimney Rock.,,223,,
5156409,HARRIS CO.,HOUSTON,8/2/2000,1635,Hail,0.75, ,0,0,15000,0,TX,CST, ,1102139,C,201,HGX,0,0,EMERGENCY MANAGER, , , , , , , ,HOUSTON,29.73,-95.37,29.73,-95.37,Dime sized hail reported at Greenway Plaza.,,224,,
5158940,HARRIS CO.,KINGWOOD,9/1/2000,1640,Thunderstorm Wind, , ,0,0,15000,0,TX,CST, ,1103421,C,201,HGX,0,0,EMERGENCY MANAGER, , , , , , , ,KINGWOOD,29.9,-95.32,29.9,-95.32,Trees down.,,225,,
5159629,HARRIS CO.,KATY,11/5/2000,2341,Thunderstorm Wind, , ,0,0,15000,0,TX,CST, ,1104769,C,201,HGX,0,0,AMATEUR RADIO, , , , , , , ,KATY,29.8,-95.8,29.8,-95.8,Power lines down.,,226,,
5160091,HARRIS CO.,HOCKLEY,11/12/2000,1620,Tornado, ,F0,0,0,15000,0,TX,CST, ,1104770,C,201,HGX,0,0,EMERGENCY MANAGER, ,0.5,50, , , , ,HOCKLEY,30.03,-95.85,30.03,-95.85,Trees down on FM 2920.,,227,,
5160168,HARRIS CO.,HOUSTON,11/12/2000,1925,Thunderstorm Wind, , ,0,0,15000,0,TX,CST, ,1104770,C,201,HGX,0,0,EMERGENCY MANAGER, , , , , , , ,HOUSTON,29.73,-95.37,29.73,-95.37,Trees down in River Oaks and Astrodome areas.,,228,,
5160524,HARRIS CO.,HOUSTON HOBBY ARPT,11/12/2000,2001,Thunderstorm Wind,68, ,0,0,15000,0,TX,CST,M,1104770,C,201,HGX,0,0,AWOS,ASOS,MESONET,ETC, , , , ,HOUSTON HOBBY ARPT,29.65,-95.28,29.65,-95.28,"
A strong upper level disturbance moved across southeast Texas on the afternoon and evening of the 12th.  Strong daytime heating combined with the disturbance to produce scattered supercell thunderstorms over the western part of southeast Texas during the afternoon.  The storms then evolved into a squall line that moved toward the coast by early evening.  Reports of large hail and wind damage were noted, along with three F0 tornadoes.",,229,,
5238709,HARRIS CO.,COUNTYWIDE,3/14/2001,1640,Thunderstorm Wind, , ,0,0,15000,0,TX,CST, ,1112406,C,201,HGX,0,0,EMERGENCY MANAGER, , , , , , , ,COUNTYWIDE,29.83,-95.45,29.83,-95.45,Numerous trees down in southern Harris County.,,230,,
5238720,HARRIS CO.,HOUSTON,3/28/2001,420,Flash Flood, , ,0,0,15000,0,TX,CST, ,1112408,C,201,HGX,0,0,EMERGENCY MANAGER, , , , , , , ,HOUSTON, , , , ,Flooding on Milam and Travis Streets in downtown Houston.,,231,,
5240900,HARRIS CO.,KATY,4/16/2001,1610,Hail,0.75, ,0,0,15000,0,TX,CST, ,1113823,C,201,HGX,0,0,AMATEUR RADIO, , , , , , , ,KATY,29.8,-95.8,29.8,-95.8,,,232,,
5256181,HARRIS CO.,HOUSTON,6/26/2001,1430,Hail,0.88, ,0,0,15000,0,TX,CST, ,1118289,C,201,HGX,0,0,GENERAL PUBLIC, , , , , , , ,HOUSTON,29.73,-95.37,29.73,-95.37,Nickel size hail at Northline Mall.,,233,,
