EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
5442932,ORLEANS PAR.,NEW ORLEANS,01/13/2005,910,Thunderstorm Wind,50, ,0,0,1500,0,LA,CST,EG,1187160,C,71,LIX,0,0,BROADCAST MEDIA, , , , , , , ,NEW ORLEANS,29.95,-90.10,29.95,-90.10,"Thunderstorms winds caused minor damage to the roof and exterior wall of a house and knocked down a fence.","",58
5451532,ORLEANS PAR.,NEW ORLEANS,05/30/2005,630,Lightning, , ,0,0,0,0,LA,CST, ,1189237,C,71,LIX,0,0,NEWSPAPER, , , , , , , ,NEW ORLEANS, , , , ,"Lightning struck a tree in Lake Vista sending fragments of wood into the air and into several area homes causing minor damage to some residences.","",59
5460497,ORLEANS PAR.,NEW ORLEANS,06/06/2005,1200,Lightning, , ,0,0,0,0,LA,CST, ,1193633,C,71,LIX,0,0,NEWSPAPER, , , , , , , ,NEW ORLEANS, , , , ,"Lightning from a severe electrical storm knocked out power to about 8,000 people and knocked out power to four water supply pumps for the city resulting in no water or low water pressure in some areas.","",60
5463241,ORLEANS PAR.,ALGIERS,07/03/2005,1500,Thunderstorm Wind,50, ,0,0,1500,0,LA,CST,EG,1194839,C,71,LIX,0,0,GENERAL PUBLIC, , , , , , , ,ALGIERS,29.95,-90.05,29.95,-90.05,"Trees and tree limbs were knocked down by thunderstorm winds in the Tall Timbers subdivision.","",61
5463302,ORLEANS (ZONE), ,07/05/2005,1500,Hurricane (Typhoon), , ,0,0,17000000,0,LA,CST, ,1194847,Z,62,LIX,0,0,NWS STORM SURVEY, , , , , , , , , , , , ,"","Hurricane Cindy developed from a tropical depression that formed over the extreme western Caribbean Sea on July 3.  This depression moved northwest over the Yucatan Peninsula and emerged over the south central Gulf of Mexico on July 4.  On July 5th the depression strengthened into a tropical storm and moved north toward the southeast Louisiana coast.  Cindy made landfall in southeast Louisiana early on July 6th just to the west of Grand Isle, and reached minimal hurricane strength for a short period of time. Cindy then turned toward the northeast and moved over the New Orleans area and toward the Mississippi coast before dissipating inland over central Alabama later that day.  Cindy initially was classified as a tropical storm, but was later upgraded to a minimal hurricane based primarily on doppler radar wind estimates of a small area of hurricane force winds just east of the path of the hurricane in the coastal waters and extreme southeast coastal sections.  Most of southeast Louisiana, including the metro New Orleans area experience long duration of tropical storm force winds and high gusts that resulted in considerable wind damage to trees and foliage as well as widespread power outages due to downed electrical lines.  An estimated 278,000 electrical customers experienced power outages. Tropical storm force winds were recorded at the New Orleans Lakefront for five and a half hours starting around 11 pm CDT on July 5th with gusts greater than 55 mph recorded each hour during this period. The maximum sustained wind at the Lakefront Airport was 54 mph, or 47 knots, at 300 AM CDT on July 6th.  A peak gust of 70 mph, or 61 knots,  was recorded at the airport at 116 am CDT on July 6th.  This was the highest wind gust measured during the storm over land areas with the exception of 74 mph, or 64 knots, along the coast at the elevated Burwood CMAN station at 149 am CDT on July 6th.  A gust to 69 mph, or 60 knots, was also recorded at the NOAA C-Man station at Grand Isle. The maximum sustained wind recorded in southeast Louisiana was 55 mph, or 48 knots, at the NOAA C-Man station in Grand Isle. Heavy rainfall resulted in extensive street flooding with rainfall generally amounts ranging from 3 to a little over 6 inches across much of extreme southeast Louisiana.  The lowest pressure measured in southeast Louisiana were 997.3 mb at the NOAA C-Man station in Grand Isle and also at the LSU Citrus Agricultural Station near Port Sulphur.  High tides caused storm surge flooding and beach erosion at Grand Isle.  The highest storm surge recorded was 5.5 feet NGVD at Bayou Dupree near Lake Borgne.

Overall Hurricane Cindy caused approximately $50 million in damage in southeast Louisiana; with $2.5 million from storm surge and the remainder from wind damage. The damage estimate was based on damage estimates from Tropical Storm Bill which took a similar track but was a weaker tropical cyclone. No injuries or fatalities were reported.",62
5476749,ORLEANS (ZONE), ,07/05/2005,1500,Storm Surge/Tide, , ,0,0,250000,0,LA,CST, ,1199982,Z,62,LIX,0,0,NWS STORM SURVEY, , , , , , , , , , , , ,"","Hurricane Cindy produced tides of generally 3 to 5 feet above normal which resulted in mainly minor damage.  Significant beach erosion occured as a result of the high tides at Grand Isle.  The highest tide measured along the Louisiana coast was 5.5 feet NGVD at Bayou Dupree near Lake Borgne.",63
5463323,ORLEANS (ZONE), ,07/10/2005,400,Tropical Storm, , ,0,0,0,0,LA,CST, ,1194850,Z,62,LIX,0,0,NWS STORM SURVEY, , , , , , , , , , , , ,"","Hurricane Dennis emerged into the southeast Gulf of Mexico on July 9th after forming in the Caribbean Sea and moving across Cuba.  Dennis strengthened to a category 4 hurricane early on July 10th in the eastern Gulf of Mexico before weakening to a category 3 hurricane prior to making landfall along the western Florida panhandle late on July 10th.  Dennis had minimal impact on southeast Louisiana although tropical storm force wind gusts did occur.  The highest wind gust recorded on land was 47 mph, or 41 knots, at New Orleans Lakefront Airport at 156 pm CDT on July 10th.  The highest wind gust measured over the coastal waters was 52 mph, or 45 knots, at NOAA buoy 42007 located 22 miles south southeast of Biloxi, Mississippi at 230 pm CDT on July 10th.  Rainfall amounts were generally one inch or less.  The lowest pressure measured was 995.1 mb at NOAA buoy 42007.  The highest tide measured along the Louisiana coast was 4.1 feet NGVD at Bayou Dupree near Lake Borgne.",64
5475622,ORLEANS (ZONE), ,08/28/2005,1100,Hurricane (Typhoon), , ,638,0,3560000000,0,LA,CST, ,1198565,Z,62,LIX,0,0,NWS STORM SURVEY, , , , , , , , , , , , ,"","Hurricane Katrina was one of the strongest and most destructive hurricanes on record to impact the coast of the United States.  It will likely be recorded as one the worst natural disaster in the history of the United States to date resulting in catastrophic damage and numerous casualties in southeast Louisiana and along the Mississippi coast.  Damage and casualties resulting from Hurricane Katrina extended as far east as Alabama and the panhandle of Florida.  Katrina developed from a tropical depression southeast of the Bahamas on August 24th.  After moving through the Bahamas as a tropical storm, Katrina strengthened to a category 1 hurricane prior to landfall in south Florida around the Miami area on the 25th of August.  Katrina crossed south Florida and entered the Gulf of Mexico and began to strengthen.  Hurricane Katrina strengthened to a category 5 storm on August 28th about 250 miles south southeast of the mouth of the Mississippi River with winds reaching their peak intensity of 175 mph and a central pressure of 902 mb.  Post event analysis by the National Hurricane Center indicates that Katrina weakened slightly before making landfall as a strong category 3 storm in initial landfall in lower Plaquemines Parish. Maximum sustained winds were estimated at 110 knots or 127 mph and a central pressure of 920 mb around 610 AM CDT on August 29th in southeast Louisiana just south of Buras in Plaquemines Parish.  The storm continued on a north northeast track with the center passing about 40 miles southeast of New Orleans with a second landfall occurring near the Louisiana and Mississippi border around 945 AM CDT as a Category 3 hurricane on the Saffir Simpson scale with maximum sustained winds estimated around 105 knots or 121 mph.  Katrina continued to weaken as it moved north northeast across Mississippi during the day, but remained at hurricane strength 100 miles inland near Laurel, Mississippi.  Katrina weakened to a tropical depression near Clarksville, Tennessee on August 30th.

Damage in southeast Louisiana, especially in the New Orleans area and the coastal parishes, was catastrophic.  Hurricane protection levees and floodwalls were overtopped and/or  breached resulting in widespread and deep flooding of homes and businesses.  Much of Orleans and Plaquemines Parishes and nearly all of St. Bernard Parish were flooded by storm surge. Approximately 80 percent of the city of New Orleans was flooded.  Thousands of people were stranded by the flood waters in homes and buildings and on rooftops for several days and had to be rescued by boat and helicopter. In Jefferson Parish, levees were not compromised, however many homes were flooded by either heavy rain overwhelming limited pumping capacity or storm surge water moving through in-operable pumps into the parish.  Severe storm surge damage also occurred along the north shore of Lake Pontchartrain from Mandeville to Slidell with storm surge water moving inland as far as Old Towne Slidell with water up to 6 feet deep in some locations. Hurricane force winds also caused damage to roofs, power lines, and downed trees. Windows were broken in large buildings in the metro New Orleans area from wind and wind driven debris. In areas away from storm surge flooding, wind damage was widespread with fallen trees taking a heavy toll on houses and power lines, especially over St. Tammany and Washington Parishes.  Excluding losses covered by the Federal Flood Insurance Program, insured property losses in Louisiana were estimated at 22.6 billion dollars. Overall uninsured and insured losses combined were estimated to exceed 100 billion dollars along the entire Gulf Coast.

Fatalities occurring in Louisiana as a result of Hurricane Katrina numbered approximately 1097 people as of late June 2006. The majority of the victims were in the New Orleans area. 480 other Louisiana residents died in other states after evacuating..
 Detailed information on the deaths, locations, and indirect or direct fatalities will be described in updates to Storm Data. 

Due to the failure of power and equipment prior to the peak of the storm, data for wind, storm surge, pressure, and rainfall are incomplete.  A university portable weather unit measured the lowest pressure of 920.2 mb near Buras around 0616 AM AM CDT on Aug 29th. with 934 mb being measured at the National Weather Service Office in Slidell at 938 AM CDT. 

The highest wind gust recorded in Louisiana and the adjacent coastal waters was 99 knots (114 mph) at the Grand Isle CMAN station (338 AM CDT on August 29th) before the gage failed, though higher wind gusts certainly occurred. While most of the metro New Orleans escaped the extreme winds, the extreme eastern portions of the metro area from St Bernard Parish into extreme east New Orleans experienced the western portion of the hurricane eyewall. Wind gusts between 120 to 125 mph were recorded at a couple of locations in East New Orleans. Wind gust to hurricane force (64 kt or 74 mph) were also recorded at New Orleans Louis Armstrong Intl Airport by an FAA wind instrument. In eastern St. Tammany Parish, wind gusts to 87 knots (100) mph were measured at Slidell by a wind tower deployed by a university. An estimated wind gust of 105 kt (120 mph) was taken at a hospital in Slidell. 

Post storm high water surveys of the area conducted by FEMA indicated the following storm surge estimates:  Orleans Parish - 12-15 feet in east New Orleans to 9 to 12 feet along the Lakefront; St. Bernard Parish - 14 to 17 feet; Jefferson Parish - 6 to 9 feet along the lakefront to 5 to 8 feet from Lafitte to Grand Isle; Plaquemines Parish - 15 to 17 feet; St. Tammany Parish - 11 to 16 feet in southeast portion to 7 to 10 feet in western portion. All storm surge heights are still water elevations referenced to NAVD88 datum.   

Storm total rainfall amounts generally ranged from 7 to 14 inches with lower amounts observed farther west toward the Atchafalaya River.  A rainfall total of 11.63 inches was measured at the National Weather Service Office in Slidell.",65
5475650,ORLEANS (ZONE), ,08/29/2005,200,Storm Surge/Tide, , ,0,0,17900000000,0,LA,CST, ,1198567,Z,62,LIX,0,0,OTHER FEDERAL AGENCY, , , , , , , , , , , , ,"","Storm surge damage in southeast Louisiana, especially in the New Orleans area and the coastal parishes, was catastrophic.  Hurricane protection levees and floodwalls were overtopped and/or breached resulting in widespread and deep flooding of homes and businesses.  Much of Orleans and Plaquemines Parishes and nearly all of St. Bernard Parish were flooded by storm surge. Approximately 80 percent of the city of New Orleans was flooded.  Thousands of people were stranded by the flood waters in homes and buildings and on rooftops for several days and had to be rescued by boat and helicopter. In Jefferson Parish, levees were not compromised, however many homes were flooded by either heavy rain overwhelming limited pumping capacity or storm surge water moving through in-operable pumps into the parish.  Severe storm surge damage also occurred along the north shore of Lake Pontchartrain from Mandeville to Slidell with storm surge water moving inland as far as Old Towne Slidell with water up to 6 feet deep in some locations

Post storm high water surveys of the area conducted by FEMA indicated the following storm surge estimates:  Orleans Parish - 12-15 feet in east New Orleans to 9 to 12 feet along the Lakefront; St. Bernard Parish - 14 to 17 feet; Jefferson Parish - 6 to 9 feet along the lakefront to 5 to 8 feet from Lafitte to Grand Isle; Plaquemines Parish - 15 to 17 feet; St. Tammany Parish - 11 to 16 feet in southeast portion to 7 to 10 feet in western portion. All storm surge heights are still water elevations referenced to NAVD88 datum.",66
5478907,ORLEANS (ZONE), ,09/23/2005,700,Tropical Storm, , ,0,0,0,0,LA,CST, ,1199833,Z,62,LIX,0,0,NWS STORM SURVEY, , , , , , , , , , , , ,"","A tropical depression moving west through the Turks and Caicos Islands developed into Tropical Storm Rita on the afternoon of September 18th.  Rita moved west through the central Bahamas on the 19th and strengthened into a category 2 hurricane on the 20th while moving across the Florida Straits. After entering the Gulf of Mexico on the 21st, Rita rapidly intensified as it moved west northwest. Rita strengthened to a category 5 storm on the afternoon of the 21st and reached its peak intensity the next day 570 miles east southeast of Galveston, Texas with maximum sustained winds of 175 mph and a minimum central pressure of 897 mb.  Rita turned northwest and weakened to a category 3 hurricane on the 23rd and made  landfall around 230 AM CDT on September 24th just east of the Texas and Louisiana border between Sabine Pass and Johnson's Bayou as a category 3 storm with maximum sustained winds of 120 mph.

A tropical depression moving west through the Turks and Caicos Islands developed into Tropical Storm Rita on the afternoon of September 18th.  Rita moved west through the central Bahamas on the 19th and strengthened into a category 2 hurricane on the 20th while moving across the Florida Straits. After entering the Gulf of Mexico on the 21st, Rita rapidly intensified as it moved west northwest. Rita strengthened to a category 5 storm on the afternoon of the 21st and reached its peak intensity the next day 570 miles east southeast of Galveston, Texas with maximum sustained winds of 175 mph and a minimum central pressure of 897 mb.  Rita turned northwest and weakened to a category 3 hurricane on the 23rd and made  landfall around 230 AM CDT on September 24th just east of the Texas and Louisiana border between Sabine Pass and Johnson's Bayou as a category 3 storm with maximum sustained winds of 120 mph.

Across southeast Louisiana, the main affect from Hurricane Rita was the substantial storm surge flooding that occurred in low lying communities across coastal areas of southern Terrebonne, southern Lafourche, and southern Jefferson Parishes where numerous homes and businesses were flooded. Some of the most substantial damage occurred in southern Terrebonne Parish where storm surge of 5 to 7 feet above normal overtopped or breached local drainage levees inundating many small communities. Newspaper accounts indicated approximately 10,000 structures were flooded in Terrebonne Parish. Lafitte and other communities in lower Jefferson Parish also suffered extensive storm surge flooding. Storm surge flooding also occurred in areas adjacent to Lake Pontchartrain and Lake Maurepas with some homes and businesses flooded from Slidell to Mandeville and Madisonville. Approximately 1500 structures were reported flooded in Livingston Parish near Lake Maurepas. Repaired levees damaged by Hurricane Katrina in late August were overtopped or breached along the Industrial Canal in New Orleans resulting in renewed flooding in adjacent portions of New Orleans and St. Bernard Parish, although the flooding was much more limited in areal coverage than during Hurricane Katrina.  The highest tide gage readings measured during the storm was 7.34 feet NGVD at Barataria Bay north of Grand Isle at 11 PM CDT on September 23rd, and approximately 7.10 feet NGVD on Bayou Grand Cailliou at Dulac at 0500 CDT on September 24th. Locally higher storm surge values may have occurred in Terrebonne Parish.

Although minimal sustained tropical storm force winds were observed across western sections of southeast Louisiana from the Baton Rouge area south to the coast, most of the tropical storm force winds were confined to occasional gusts in squalls associated with the storm.  The maximum sustained wind recorded in southeast Louisiana was 42 mph (36 knots) at the Baton Rouge Airport at 1043 am CDT on September 24th.  The maximum wind gust was also recorded at this station with 53 mph (46 knots) occurring at 1006 pm CDT on the 23rd and 948 am CDT on the 24th.

Rainfall amounts were the heaviest across western areas of southeast Louisiana between the Atchafalaya River and Lake Maurepas where totals generally ranged from 6 to 12 inches. Rainfall amounts farther east ranged from 1 to 4 inches.  The lowest barometric pressure measured across southeast Louisiana was 997.6 mb at 1158 pm CDT on the 23rd at the Baton Rouge Airport station.",67
5478928,ORLEANS (ZONE), ,09/23/2005,700,Storm Surge/Tide, , ,0,0,4320000,0,LA,CST, ,1199834,Z,62,LIX,0,0,NWS STORM SURVEY, , , , , , , , , , , , ,"","Hurricane Rita produced extensive storm surge flooding across coastal areas of southern Terrebonne, southern Lafourche, and southern Jefferson Parishes where numerous homes and businesses were flooded.  Some of the most substantial damage occurred in southern Terrebone Parish where storm surge of 5 to 7 feet above normal overtopped or breached local drainage levees inundating many small communities. Newspaper accounts indicated approximately 10,000 structures were flooded in Terrebonne Parish. Lafitte and other coummnities in lower Jefferson Parish also suffered extensive storm surge flooding. Storm surge flooding also occurred in some areas adjacent to Lakes Pontchartrain and Maurepas with many structures being flooded in St. Tammany and Livingston Parishes. Approximately 1500 structures were reported flooded in Livingston Parish as a result of storm surge flooding around Lake Maurepas.  Repaired levees damaged by Hurricane Katrina in late August were overtopped or breached along the Industrial Canal in New Orleans resulting in renewed flooding in adjacent portions of New Orleans and St. Bernard Parish, although the flooding was much more limited in areal coverage than during Hurricane Katrina.  The highest tide gage reading observed during the storm was 7.34 feet NGVD at Barataria Bay north of Grand Isle at 11 PM CDT on September 23rd and approximately 7.10 feet NGVD on Bayou Grand Caillou at Dulac at 0500 CDT on September 24th. Locally higher storm surge values may have occurred in Terrebonne Parish.",68
5492596,ORLEANS PAR.,NEW ORLEANS,02/02/2006,242,Tornado, ,F2,0,0,500000,0,LA,CST, ,1204383,C,71,LIX,0,0,NWS STORM SURVEY, ,2.5,150, , , , ,NEW ORLEANS,29.95,-90.10,29.95,-90.10,"The tornado which moved through the east portions of Metaire continued to move northeast through the Lakeview and Lakefront neighborhoods of New Orleans. The area where the tornado impacted had previously been flooded by Hurricane Katrina, and most homes were unoccupied. Several homes suffered substantial damage to roofs, windows blown out, and power poles blown down. Several  two story homes suffered substantial damage to the second floor with roof removed and walls blown out. A large communication tower was toppled at a former state policebuilding. The tornado moved into Lake Pontchartrain as a waterspout.","",69
5532851,ORLEANS PAR.,LITTLE WOODS,08/15/2006,1615,Thunderstorm Wind,50, ,0,0,300,0,LA,CST,EG,1220608,C,71,LIX,0,0,BROADCAST MEDIA, , , , , , , ,LITTLE WOODS,30.08,-89.93,30.08,-89.93,"Trees were blown down near the intersection of US Highway 90 and US Highway 11.","",70
4867,ORLEANS PAR.,(NEW)LKFRNT ARPT NEW,11/06/2006,1518,Thunderstorm Wind,50.00, ,0,0,1000,0,LA,CST-6,EG,1144,C,71,LIX,0,0,Public, , , ,9,NE,9,NE,(NEW)LKFRNT ARPT NEW,30.14,-90.14,30.14,-90.14,"Thunderstorm winds blew down 10 to 15 trees along Interstate 10 in the Bayou Sauvage and Irish Bayou areas of New Orelans East blocking the right lane of the interstate.","A line of strong to severe thunderstorms moved across southeast Louisiana as a strong upper level disturbance moved across the lower Mississippi Valley.",71
9342,ORLEANS PAR.,NEW ORLEANS,12/21/2006,830,Flash Flood, , ,0,0,0,0,LA,CST-6, ,1902,C,71,LIX,0,0,Newspaper,Heavy Rain, , ,0,N,0,N,NEW ORLEANS,29.95,-90.1,29.95,-90.1,"Heavy rainfall of 3 to 6 inches caused the flooding of three school and a few homes in the Carrollton and Broadmoor areas. Numerous roadways and a few vehicles were flooded.","Isolated severe thunderstorms and heavy rain occurred in advance of a cold front that moved across southeast Louisiana.",72
16783,ORLEANS PAR.,NEW ORLEANS,02/13/2007,303,Tornado, ,EF2,0,15,2000000,0,LA,CST-6, ,3049,C,71,LIX,0,0,NWS Storm Survey, ,6.47,50,5,SW,1,WNW,VIEUX CARRE,29.897,-90.153,29.978,-90.099,"A tornado crossed the Mississippi River form Jefferson Parish and moved on a northerly course through portions of the Uptown and Carrollton areas with continuous damage noted. The damage path became isolated as the tornado appeared to turn more northeast with damage to a warehouse noted in the Mid City area. Significant damage was observed to houses and commercial structures. The roofs and portions of roofs were removed from a number of houses. The collapse of some exterior walls was also noted. The damage observed indicated an intensity in the mid to upper range of an EF 2 tornado on the Enhanced Fujita Scale with winds estimated to be in the 125-130 mph range.","Isolated supercell thunderstorms developed in the early morning hours over sections of southeast Louisiana well in advance of a squall line associated with a strong upper air storm system and cold front moving through the lower Mississippi Valley. These rogue rotating supercell storms produced tornadoes as well as large hail and isolated wind damage. A tornado in Jefferson Parish destroyed 23 houses and damaged 231 others. Tornadoes in Orleans Parish destroyed 32 houses and damaged 295 others.",73
16784,ORLEANS PAR.,GENTILLY,02/13/2007,310,Tornado, ,EF2,1,10,1000000,0,LA,CST-6, ,3049,C,71,LIX,0,0,NWS Storm Survey, ,1.29,50,1,WSW,0,NW,GENTILLY,30.0121,-90.0519,30.0224,-90.0327,"A tornado touched down just south of the intersections of Franklin Avenue and Prentiss Street and moved east northeast across the southern portion of Pontchartrain Park to the Industrial Canal. Roofs were blown off of several homes and the upper portions of two story houses were partially collapsed. One fatality occurred when a travel trailer was destroyed and the 86 year old occupant was fatally injured.","Isolated supercell thunderstorms developed in the early morning hours over sections of southeast Louisiana well in advance of a squall line associated with a strong upper air storm system and cold front moving through the lower Mississippi Valley. These rogue rotating supercell storms produced tornadoes as well as large hail and isolated wind damage. A tornado in Jefferson Parish destroyed 23 houses and damaged 231 others. Tornadoes in Orleans Parish destroyed 32 houses and damaged 295 others.",74
37241,ORLEANS PAR.,NEW ORLEANS,05/04/2007,1200,Heavy Rain, , ,0,0,0,0,LA,CST-6, ,6420,C,71,LIX,0,0,NWS Employee, , , ,0,N,0,N,NEW ORLEANS,29.95,-90.1,29.95,-90.1,"","Thunderstorms producing heavy rainfall developed during the day across sections of southeast Louisiana as a strong upper level trough moved across the lower Mississippi Valley while strong low level convergence and abundant moisture prevailed across south Louisiana. Widespread rainfall amounts of 3 to 4 inches fell on already saturated ground  across Orleans and areas of Jefferson and St. Bernard Parishes. The heavy rainfall lead to the closing of several roadways across the area. A few vehicles were flooded by the high water on roadways.",75
30758,ORLEANS PAR.,NEW ORLEANS,05/04/2007,1205,Thunderstorm Wind,50.00, ,0,0,1000,0,LA,CST-6,EG,5236,C,71,LIX,0,0,NWS Employee, , , ,0,N,0,N,NEW ORLEANS,29.95,-90.1,29.95,-90.1,"Small trees and large tree limbs were knocked down along Interstate 10 in New Orleans East between Crowder and Read Boulevards.","Isolated severe thunderstorms developed across southeast Louisiana as a weak frontal boundary prevailed across the area while an upper level disturbance moved across the Gulf Coast region.",76
45954,ORLEANS PAR.,NEW ORLEANS,06/04/2007,1030,Lightning, , ,0,0,50000,0,LA,CST-6, ,7975,C,71,LIX,0,0,Newspaper, , , ,0,N,0,N,NEW ORLEANS,29.95,-90.1,29.95,-90.1,"A house was heavily damaged by a fire caused by a lightning strike.","Isolated strong thunderstorms developed in an unstable atmosphere.",77
60123,ORLEANS PAR.,NEW ORLEANS,09/11/2007,1045,Funnel Cloud, , ,0,0,0,0,LA,CST-6, ,10858,C,71,LIX,0,0,NWS Employee, , , ,15,ENE,15,ENE,NEW ORLEANS,30.033,-89.8687,30.033,-89.8687,"A funnel cloud was observed near the Twin Span bridge.","Scattered strong thunderstorms developed in a moist and unstable atmosphere.",78
62292,ORLEANS PAR.,VIEUX CARRE,10/22/2007,1115,Flash Flood, , ,0,0,0,0,LA,CST-6, ,11334,C,71,LIX,0,0,Official NWS Observations,Heavy Rain, , ,4,NNW,1,NW,GENTILLY,30.0144,-90.1112,30.0287,-90.0446,"","Widespread heavy rain fell across across extreme southeast Louisiana in advance of a deep upper level low pressure system and a strong cold front. Rainfall amounts ranging from three to eight inches were common in an area extending from Terrebonne and Lafourche Parishes northeast across the new orleans metro area to St. Tammany Parish. Street flooding was widespread and a number of vehicles and a few homes and businesses were flooded. The worst flooding occurred in Orleans Parish and northern sections of Jefferson Parish. Waist deep water was reported on some streets in New Orleans.",79
78998,ORLEANS (ZONE), ,01/03/2008,0,Cold/Wind Chill, , ,2,0,0,0,LA,CST-6, ,14041,Z,62,LIX,0,0,Newspaper, , , , , , , , , , , , ,"Two homeless people, a man and a woman, died during the early morning hours of January 4th due to hypothermia according to the Orleans Parish Coronors Office. The 48 year old woman  was found dead around 0530 CST on a bench underneath the Crescent City Connection bridge. The 54 year old man was found dead a few hours later in the parking lot of an abandoned small shopping mall. Overnight lows in the area were in the upper 20s.","Cold high pressure settled over the region with overnight lows falling below freezing temperatures.",80
83826,ORLEANS PAR.,(NEW)LKFRNT ARPT NEW,02/06/2008,338,Thunderstorm Wind,63.00, ,0,0,0,0,LA,CST-6,MG,14776,C,71,LIX,0,0,ASOS, , , ,0,N,0,N,(NEW)LKFRNT ARPT NEW,30.05,-90.03,30.05,-90.03,"","Isolated severe thunderstorms developed within a squall associated with a fast moving cold front.",81
84014,ORLEANS PAR.,(NEW)LKFRNT ARPT NEW,02/12/2008,1442,Thunderstorm Wind,59.00, ,0,0,0,0,LA,CST-6,MG,14804,C,71,LIX,0,0,ASOS, , , ,0,N,0,N,(NEW)LKFRNT ARPT NEW,30.05,-90.03,30.05,-90.03,"","Severe thunderstorms developed across southeast Louisiana in advance of a strong upper level disturbance and an assoicated cold front.",82
84015,ORLEANS PAR.,NEW ORLEANS LAKEFRON,02/12/2008,1445,Thunderstorm Wind,50.00, ,0,0,2000,0,LA,CST-6,EG,14804,C,71,LIX,0,0,Broadcast Media, , , ,1,SE,1,SE,NEW ORLEANS LAKEFRON,30.0398,-90.0182,30.0398,-90.0182,"Several trees were blown down on a Interstate 10 service road between Read and Bullard Avenues.","Severe thunderstorms developed across southeast Louisiana in advance of a strong upper level disturbance and an assoicated cold front.",83
96031,ORLEANS PAR.,ALGIERS,04/26/2008,300,Flash Flood, , ,0,0,0,0,LA,CST-6, ,16650,C,71,LIX,0,0,Newspaper,Heavy Rain, , ,0,N,0,W,ALGIERS,29.95,-90.05,29.95,-90.0542,"Heavy rainfall amounts of up to 8 inches caused the flooding of numerous streets, several vehicles, and a few homes in the Algiers area.","Scattered slow moving thunderstorms that developed in a very moist and unstable airmass produced locally heavy rainfall.",84
101640,ORLEANS PAR.,NEW ORLEANS,05/15/2008,800,Thunderstorm Wind,50.00, ,0,0,1500,0,LA,CST-6,EG,17435,C,71,LIX,0,0,Emergency Manager, , , ,0,N,0,N,NEW ORLEANS,29.95,-90.1,29.95,-90.1,"Trees were blown down in Uptown New Orleans.","Widespread heavy rainfall and strong to severe thunderstorms affected much of southeast Louisiana over a two day period. The adverse weather was the result of a series of strong upper level disturbances moving across the lower Mississippi Valley in advance of a strong and slow southward moving cold front.",85
120505,ORLEANS PAR.,ALGIERS,06/15/2008,830,Flash Flood, , ,0,0,0,0,LA,CST-6, ,20197,C,71,LIX,0,0,Emergency Manager,Heavy Rain, , ,0,N,4,S,VIEUX CARRE,29.95,-90.05,29.9193,-90.08,"Heavy rainfall of 4 to 5 inches from a thunderstorm resulted in significant street flooding and made some roadways impassable. Numerous vehicles received flood damage. A few businesses took on water.","Scattered strong thunderstorms produced locally heavy rainfall.",86
120626,ORLEANS PAR.,VIEUX CARRE,06/29/2008,1600,Flood, , ,0,0,0,0,LA,CST-6, ,20221,C,71,LIX,0,0,Broadcast Media,Heavy Rain, , ,3,NW,3,NW,VIEUX CARRE,29.9993,-90.1097,29.9975,-90.1175,"A thunderstorm producing heavy rain flooded Interstate 10 at the Interstate 610 split with up to one foot of water.","Scattered strong and isolated severe thunderstorms developed in an unstable atmosphere in advance of an approaching weak cold front.",87
134151,ORLEANS (ZONE), ,08/24/2008,300,Tropical Depression, , ,0,0,0,0,LA,CST-6, ,22897,Z,62,LIX,0,0,NWS Storm Survey, , , , , , , , , , , , ,"","Tropical Storm Fay weakened to a tropical depression over the panhandle of Florida and moved slowly west northwest across the Gulf Coast region, reaching the southwest Mississippi and southeast Louisiana border before moving off to the northeast. Other than a few locations seeing moderate rainfall amounts, Tropical Depression Fay had minimal impact on the area with winds remaining below tropical storm force.",88
